"Story","Title","Result","Date","Stability","Duration (s)"
"consultarCotizacion","Consultar cotizacion","ERROR","2023-07-27T23:02:49.288-05:00[America/Bogota]","0.0","39.87"
"consultarCotizacion","descargar cotizacion","ERROR","2023-10-31T13:06:20.061-05:00[America/Bogota]","0.0","52.91"
